"type","word1","word2","word3","word4"
"arm","wash","whip","nip","wrap"
"leg","trot","flit","stray","tiptoe"
"arm","push","scoop","catch","file"
"leg","rush","roll","stomp","mount"
"arm","bash","toss","grab","lift"
"leg","skate","march","traipse","trip"
"arm","snatch","knock","polish","squeeze"
"arm","scrape","rub","dunk","seize"
"leg","slip","jog","wobble","slither"
"leg","wade","stumble","pace","glide"
"arm","punch","switch","peel","clutch"
"leg","kick","inch","ramble","kneel"
"leg","stride","trek","leap","stamp"
"arm","stir","grip","braid","claw"
"arm","dig","grate","pinch","bind"
"leg","sneak","climb","wander","limp"
"arm","stab","pull","clap","brush"
"leg","trudge","slide","step","roam"
"arm","grasp","scrub","fold","shake"
"leg","sway","scuff","dance","strut"
"arm","pat","cut","poke","throw"
"leg","jump","stroll","hike","skip"
"leg","plod","hop","walk","run"
"leg","tread","bounce","sprint","crawl"
"arm","click","scratch","slap","tug"
"arm","skim","clean","delve","wipe"
"leg","creep","stagger","prance","flee"
"arm","chop","twine","hack","carve"
