"type","word1","word2","word3","word4"
"arm","clutch","scoop","dunk","braid"
"arm","delve","grasp","twine","polish"
"leg","stagger","inch","roll","tread"
"arm","clap","poke","rub","scratch"
"leg","kick","prance","run","pace"
"arm","knock","snatch","nip","tug"
"leg","wobble","sprint","leap","roam"
"leg","traipse","stray","trek","sway"
"arm","toss","push","whip","fold"
"leg","scuff","slip","wade","trip"
"leg","flee","kneel","wander","ramble"
"arm","click","catch","scrape","wash"
"arm","punch","pat","slap","bash"
"leg","glide","stride","flit","mount"
"leg","bounce","slide","hike","trot"
"arm","carve","switch","hack","squeeze"
"arm","brush","file","skim","grate"
"leg","skip","strut","creep","walk"
"leg","trudge","limp","stumble","tiptoe"
"arm","grip","stab","shake","clean"
"leg","dance","plod","stamp","stomp"
"leg","jog","stroll","hop","slither"
"arm","cut","claw","lift","throw"
"arm","wipe","wrap","grab","stir"
"arm","scrub","chop","peel","seize"
"leg","sneak","skate","jump","crawl"
"leg","step","rush","climb","march"
"arm","pull","pinch","bind","dig"
