"type","word1","word2","word3","word4"
"arm","dunk","pat","skim","pinch"
"arm","tug","poke","clutch","fold"
"leg","tiptoe","trot","jump","stumble"
"leg","skate","trip","walk","kneel"
"arm","claw","whip","lift","bind"
"leg","stamp","jog","kick","creep"
"arm","cut","knock","slap","punch"
"leg","stroll","traipse","slide","hike"
"arm","wash","twine","grip","peel"
"leg","climb","tread","bounce","sneak"
"arm","click","hack","brush","delve"
"leg","slip","step","slither","strut"
"leg","trek","stagger","wade","trudge"
"leg","stride","roll","prance","march"
"arm","grate","bash","clap","snatch"
"arm","carve","squeeze","catch","scrape"
"leg","crawl","roam","limp","leap"
"arm","switch","clean","scratch","nip"
"leg","hop","sway","stomp","pace"
"leg","plod","glide","dance","run"
"leg","wander","skip","flee","wobble"
"arm","throw","dig","toss","file"
"leg","sprint","ramble","mount","scuff"
"arm","stab","scoop","chop","stir"
"arm","shake","rub","wipe","scrub"
"leg","flit","stray","rush","inch"
"arm","pull","seize","braid","polish"
"arm","grasp","wrap","push","grab"
