"type","word1","word2","word3","word4"
"leg","flee","inch","roam","trudge"
"leg","slither","skip","roll","pace"
"arm","bash","twine","skim","squeeze"
"arm","wash","click","slap","lift"
"leg","sprint","stray","sneak","march"
"leg","glide","jump","tiptoe","flit"
"arm","stir","wrap","scoop","chop"
"arm","grip","dig","tug","carve"
"leg","slip","wobble","stagger","stomp"
"leg","step","kneel","leap","rush"
"arm","polish","nip","shake","clutch"
"leg","creep","kick","stamp","stroll"
"leg","trek","stumble","mount","crawl"
"arm","throw","rub","cut","seize"
"leg","limp","scuff","tread","bounce"
"leg","ramble","run","trip","prance"
"arm","fold","brush","clean","hack"
"leg","skate","dance","walk","slide"
"arm","pat","stab","wipe","knock"
"arm","push","poke","file","toss"
"leg","wander","traipse","trot","plod"
"arm","grasp","catch","delve","braid"
"arm","punch","scrape","dunk","switch"
"arm","grate","pull","pinch","grab"
"leg","wade","strut","hop","climb"
"arm","bind","scrub","peel","clap"
"leg","hike","stride","sway","jog"
"arm","scratch","claw","snatch","whip"
