"type","word1","word2","word3","word4"
"leg","stray","sway","run","hike"
"leg","bounce","wade","creep","stagger"
"leg","stomp","slither","stride","glide"
"arm","chop","switch","snatch","click"
"leg","roll","plod","crawl","ramble"
"arm","dunk","dig","scrub","stir"
"leg","sprint","slide","roam","dance"
"leg","kick","pace","wobble","walk"
"arm","grab","peel","clean","lift"
"leg","mount","scuff","traipse","climb"
"leg","stroll","jog","slip","limp"
"leg","kneel","prance","rush","march"
"arm","stab","braid","wipe","scratch"
"leg","step","tread","strut","hop"
"arm","clap","throw","claw","punch"
"arm","rub","brush","catch","slap"
"leg","wander","tiptoe","flit","flee"
"leg","trot","trip","leap","inch"
"arm","squeeze","whip","knock","grate"
"arm","cut","carve","seize","twine"
"arm","push","scoop","fold","grasp"
"leg","jump","stumble","sneak","trek"
"arm","wrap","pinch","pull","tug"
"arm","scrape","hack","toss","nip"
"arm","shake","polish","pat","grip"
"leg","trudge","skip","stamp","skate"
"arm","skim","wash","bash","file"
"arm","bind","clutch","poke","delve"
