"type","word1","word2","word3","word4"
"arm","pull","delve","fold","shake"
"arm","hack","bind","clutch","knock"
"leg","trek","trip","stamp","kneel"
"arm","rub","braid","push","bash"
"leg","march","flee","stride","leap"
"leg","slip","rush","mount","stroll"
"arm","stir","seize","wrap","slap"
"leg","sway","ramble","bounce","stomp"
"arm","grip","dig","brush","cut"
"leg","strut","traipse","tiptoe","stagger"
"leg","jog","walk","flit","climb"
"arm","scoop","punch","scrape","grate"
"leg","sprint","kick","roam","wander"
"leg","skip","stumble","stray","step"
"leg","creep","prance","scuff","limp"
"arm","catch","poke","carve","clean"
"arm","scrub","throw","wash","dunk"
"leg","pace","wade","run","hike"
"arm","lift","twine","claw","toss"
"leg","tread","slither","roll","jump"
"arm","file","whip","grab","pinch"
"arm","switch","grasp","wipe","squeeze"
"arm","peel","pat","tug","nip"
"leg","plod","crawl","trot","skate"
"leg","slide","wobble","sneak","glide"
"leg","inch","trudge","hop","dance"
"arm","chop","scratch","stab","click"
"arm","snatch","polish","skim","clap"
