"type","word1","word2","word3","word4"
"leg","trek","trot","run","wobble"
"arm","fold","slap","scrape","twine"
"leg","climb","slide","stride","jog"
"arm","knock","clean","skim","throw"
"arm","chop","pull","stab","grasp"
"leg","trudge","traipse","stroll","sneak"
"arm","grip","lift","polish","scratch"
"leg","kick","sway","scuff","leap"
"arm","pinch","toss","punch","switch"
"leg","flit","pace","ramble","trip"
"leg","stray","wade","tiptoe","limp"
"leg","wander","dance","tread","skip"
"arm","whip","bash","brush","dunk"
"leg","inch","stamp","slip","stagger"
"arm","braid","dig","snatch","clutch"
"arm","peel","nip","carve","shake"
"leg","prance","crawl","walk","slither"
"arm","bind","rub","scoop","grab"
"arm","catch","grate","stir","tug"
"leg","kneel","bounce","jump","skate"
"leg","glide","stomp","plod","stumble"
"leg","flee","rush","step","march"
"arm","file","squeeze","click","claw"
"leg","creep","sprint","roll","mount"
"leg","hike","hop","roam","strut"
"arm","wash","clap","wipe","delve"
"arm","hack","poke","scrub","pat"
"arm","cut","push","wrap","seize"
