"type","word1","word2","word3","word4"
"arm","rub","wrap","skim","slap"
"arm","twine","whip","nip","snatch"
"leg","slide","traipse","tiptoe","sprint"
"arm","punch","cut","clap","braid"
"leg","bounce","skip","sway","wade"
"leg","leap","stomp","climb","run"
"arm","bind","delve","chop","squeeze"
"leg","stray","rush","limp","stumble"
"arm","file","scrub","pull","hack"
"leg","wander","flit","step","sneak"
"leg","jog","tread","trek","roll"
"arm","throw","catch","lift","dig"
"leg","roam","hike","creep","kick"
"arm","push","wash","dunk","scrape"
"leg","trudge","stroll","kneel","slip"
"arm","poke","fold","click","stir"
"arm","pinch","clean","switch","grip"
"arm","knock","peel","shake","grasp"
"leg","trot","stamp","prance","jump"
"leg","crawl","strut","slither","wobble"
"arm","seize","bash","wipe","brush"
"leg","glide","plod","stride","stagger"
"arm","claw","carve","tug","scoop"
"arm","grab","pat","grate","polish"
"arm","toss","stab","scratch","clutch"
"leg","inch","flee","mount","pace"
"leg","scuff","ramble","dance","skate"
"leg","trip","march","hop","walk"
