"type","word1","word2","word3","word4"
"leg","crawl","hop","pace","plod"
"leg","tread","march","stride","flit"
"leg","roll","climb","walk","wander"
"arm","scoop","polish","wash","grab"
"arm","switch","dunk","seize","knock"
"leg","hike","slither","skate","dance"
"arm","nip","skim","toss","stir"
"leg","limp","step","skip","ramble"
"arm","wrap","brush","clap","dig"
"leg","stamp","inch","stroll","trip"
"leg","sprint","stray","sneak","leap"
"leg","roam","trot","mount","jump"
"arm","bind","hack","twine","clean"
"leg","wobble","kick","slide","rush"
"arm","grasp","slap","poke","claw"
"leg","jog","creep","prance","tiptoe"
"leg","bounce","scuff","flee","run"
"arm","click","lift","rub","grate"
"arm","wipe","whip","pat","delve"
"arm","pull","braid","cut","squeeze"
"leg","traipse","strut","slip","stumble"
"leg","kneel","sway","trek","stomp"
"arm","bash","carve","catch","file"
"arm","scrape","snatch","tug","peel"
"leg","stagger","trudge","glide","wade"
"arm","throw","stab","clutch","push"
"arm","punch","grip","pinch","fold"
"arm","scrub","scratch","chop","shake"
