"type","word1","word2","word3","word4"
"arm","whip","skim","cut","file"
"leg","limp","trot","crawl","skip"
"leg","glide","wade","bounce","creep"
"arm","shake","snatch","seize","wrap"
"arm","wash","squeeze","dig","pat"
"leg","kneel","stray","kick","sway"
"arm","stir","wipe","switch","scratch"
"leg","climb","slither","skate","hike"
"leg","wander","tread","stumble","stomp"
"arm","pull","lift","clutch","bash"
"arm","scrub","grab","grate","twine"
"leg","pace","wobble","march","tiptoe"
"arm","click","scoop","clean","poke"
"leg","trip","dance","hop","prance"
"leg","leap","strut","trudge","stagger"
"leg","mount","stamp","sprint","walk"
"arm","brush","catch","nip","braid"
"leg","rush","jog","stroll","slip"
"arm","stab","slap","tug","clap"
"arm","grasp","rub","hack","throw"
"leg","trek","plod","slide","roll"
"arm","fold","grip","chop","pinch"
"arm","claw","dunk","delve","push"
"leg","sneak","flit","roam","flee"
"arm","peel","bind","punch","carve"
"arm","knock","toss","scrape","polish"
"leg","jump","run","stride","ramble"
"leg","scuff","inch","step","traipse"
