"type","word1","word2","word3","word4"
"leg","sprint","scuff","jump","stroll"
"arm","wipe","clean","stir","snatch"
"leg","dance","flee","strut","ramble"
"arm","pat","claw","delve","punch"
"arm","braid","shake","knock","twine"
"leg","skip","wander","bounce","inch"
"leg","crawl","glide","run","stray"
"leg","tiptoe","walk","trip","climb"
"arm","brush","throw","chop","push"
"arm","grab","rub","clap","pinch"
"leg","jog","traipse","hop","wobble"
"arm","skim","click","scoop","stab"
"leg","sway","sneak","trudge","rush"
"leg","pace","wade","skate","stagger"
"leg","trek","flit","leap","tread"
"arm","toss","wash","scrub","scrape"
"arm","pull","hack","whip","nip"
"arm","bash","slap","scratch","tug"
"leg","step","slide","hike","slip"
"arm","bind","carve","cut","grate"
"leg","stomp","roam","limp","plod"
"arm","seize","fold","grasp","switch"
"leg","creep","stride","kick","stumble"
"arm","grip","clutch","file","wrap"
"leg","roll","mount","kneel","trot"
"arm","polish","peel","catch","squeeze"
"arm","poke","dunk","dig","lift"
"leg","stamp","march","slither","prance"
