"type","word1","word2","word3","word4"
"arm","chop","wash","wrap","snatch"
"arm","shake","peel","scratch","lift"
"arm","squeeze","hack","bash","knock"
"leg","slither","sway","walk","hike"
"leg","stomp","ramble","run","trudge"
"leg","sneak","climb","traipse","flit"
"arm","scrape","delve","twine","seize"
"arm","wipe","switch","dig","scrub"
"arm","brush","bind","pat","dunk"
"leg","skip","step","rush","strut"
"leg","stagger","stumble","stray","sprint"
"arm","braid","click","clutch","claw"
"arm","slap","grab","scoop","poke"
"arm","whip","skim","grasp","cut"
"leg","slide","tread","scuff","bounce"
"leg","prance","flee","stroll","stride"
"arm","pull","nip","polish","stir"
"leg","jog","skate","wade","stamp"
"leg","creep","mount","roll","trip"
"arm","fold","throw","grate","file"
"arm","clean","clap","catch","pinch"
"leg","hop","kick","pace","inch"
"leg","leap","wander","jump","glide"
"leg","plod","tiptoe","slip","wobble"
"arm","carve","punch","tug","grip"
"leg","march","dance","roam","trek"
"leg","crawl","kneel","limp","trot"
"arm","toss","rub","push","stab"
