"type","word1","word2","word3","word4"
"leg","climb","roll","stride","trip"
"arm","grasp","squeeze","cut","clap"
"leg","roam","jump","stray","wade"
"leg","tiptoe","limp","mount","kick"
"arm","skim","stab","slap","scrub"
"arm","grate","bind","dig","peel"
"leg","run","slide","sprint","flee"
"leg","strut","walk","bounce","ramble"
"arm","carve","snatch","clean","switch"
"arm","file","twine","wash","wipe"
"arm","punch","lift","poke","whip"
"leg","kneel","trek","pace","stomp"
"leg","stagger","trot","wobble","glide"
"arm","brush","click","chop","wrap"
"leg","dance","sneak","prance","march"
"leg","tread","hike","skip","stamp"
"leg","crawl","trudge","scuff","slither"
"arm","fold","rub","hack","nip"
"arm","scratch","stir","scoop","tug"
"leg","plod","wander","slip","hop"
"leg","skate","sway","rush","stroll"
"arm","polish","grip","shake","pinch"
"arm","toss","grab","delve","scrape"
"arm","seize","claw","pat","bash"
"leg","traipse","leap","inch","jog"
"leg","creep","stumble","step","flit"
"arm","clutch","knock","braid","throw"
"arm","catch","dunk","push","pull"
