"type","word1","word2","word3","word4"
"arm","rub","nip","wipe","twine"
"leg","wobble","skate","walk","traipse"
"arm","grate","scrub","carve","punch"
"leg","kneel","sway","strut","stride"
"arm","click","bash","catch","bind"
"arm","seize","lift","chop","squeeze"
"leg","wander","stamp","plod","inch"
"arm","throw","delve","poke","pat"
"leg","step","stumble","pace","slither"
"leg","tiptoe","roam","rush","sneak"
"arm","file","grab","brush","grasp"
"arm","polish","switch","wrap","grip"
"leg","jump","hike","stomp","jog"
"arm","snatch","clean","stir","toss"
"leg","roll","march","trot","scuff"
"leg","trudge","bounce","prance","trek"
"leg","slide","flee","leap","stray"
"arm","hack","braid","slap","skim"
"leg","crawl","ramble","kick","slip"
"arm","pinch","claw","scratch","wash"
"leg","climb","tread","glide","stroll"
"arm","scrape","shake","scoop","clap"
"leg","limp","dance","creep","sprint"
"arm","clutch","push","tug","pull"
"leg","skip","run","stagger","trip"
"arm","cut","fold","stab","dig"
"leg","hop","flit","mount","wade"
"arm","dunk","whip","knock","peel"
