"type","word1","word2","word3","word4"
"arm","grate","scoop","file","clean"
"arm","grip","click","knock","wipe"
"leg","prance","strut","stride","slither"
"arm","pinch","bash","snatch","stab"
"leg","march","kick","scuff","hop"
"arm","shake","scrub","catch","delve"
"leg","crawl","trot","tiptoe","ramble"
"leg","skip","flit","walk","run"
"arm","stir","pull","throw","pat"
"leg","step","stagger","sway","limp"
"arm","claw","wash","push","seize"
"leg","sneak","plod","inch","glide"
"arm","polish","toss","poke","clap"
"leg","jog","stamp","pace","tread"
"leg","stomp","sprint","kneel","creep"
"arm","squeeze","bind","twine","dig"
"leg","slide","trek","trip","trudge"
"leg","stray","slip","stumble","leap"
"arm","cut","peel","brush","grasp"
"arm","hack","wrap","switch","dunk"
"arm","scratch","fold","tug","chop"
"leg","dance","bounce","wade","traipse"
"leg","jump","wander","climb","rush"
"arm","lift","braid","clutch","punch"
"leg","hike","mount","wobble","roll"
"arm","whip","skim","scrape","carve"
"leg","stroll","flee","roam","skate"
"arm","grab","nip","slap","rub"
