"type","word1","word2","word3","word4"
"leg","tread","plod","traipse","skip"
"arm","pull","scrub","grate","clean"
"leg","slip","strut","tiptoe","jump"
"leg","skate","scuff","ramble","slither"
"arm","wrap","lift","rub","carve"
"arm","stab","delve","catch","cut"
"leg","leap","walk","sprint","trek"
"leg","trudge","stomp","crawl","wobble"
"arm","scrape","slap","polish","seize"
"arm","punch","dunk","claw","brush"
"leg","flit","hike","trot","step"
"leg","mount","pace","jog","stamp"
"arm","bash","switch","stir","braid"
"arm","pat","peel","hack","squeeze"
"leg","inch","stride","stray","flee"
"leg","dance","wander","stroll","sneak"
"arm","poke","grasp","snatch","wash"
"arm","scratch","toss","push","whip"
"arm","skim","wipe","file","twine"
"leg","prance","sway","bounce","glide"
"arm","pinch","clutch","knock","click"
"arm","shake","clap","scoop","nip"
"arm","tug","dig","fold","grab"
"leg","march","kick","run","creep"
"leg","stagger","roam","wade","climb"
"arm","throw","chop","grip","bind"
"leg","kneel","limp","roll","stumble"
"leg","hop","rush","trip","slide"
