"type","word1","word2","word3","word4"
"arm","pat","dig","tug","seize"
"leg","inch","jump","crawl","bounce"
"arm","push","punch","grip","squeeze"
"arm","pinch","whip","wrap","file"
"leg","trip","stroll","stomp","run"
"leg","scuff","step","strut","kick"
"leg","slither","wander","sneak","glide"
"arm","scoop","snatch","knock","grate"
"leg","hike","walk","skate","stagger"
"arm","throw","chop","rub","poke"
"leg","flit","kneel","creep","wade"
"arm","clutch","stir","claw","click"
"arm","braid","grasp","lift","stab"
"leg","rush","traipse","march","tiptoe"
"arm","switch","scrape","grab","hack"
"leg","tread","trek","pace","jog"
"leg","stride","skip","dance","trudge"
"arm","carve","scrub","brush","peel"
"arm","scratch","twine","slap","clap"
"leg","slip","limp","flee","roll"
"arm","skim","clean","delve","fold"
"leg","roam","prance","leap","ramble"
"arm","bash","shake","polish","toss"
"arm","bind","wash","wipe","nip"
"arm","pull","cut","dunk","catch"
"leg","climb","sway","trot","wobble"
"leg","hop","stray","plod","mount"
"leg","stamp","stumble","slide","sprint"
