"type","word1","word2","word3","word4"
"arm","slap","squeeze","grate","scratch"
"leg","glide","bounce","wobble","slide"
"arm","clutch","scoop","scrub","shake"
"leg","plod","hike","tiptoe","trudge"
"arm","delve","wash","cut","claw"
"arm","clap","pull","wipe","knock"
"arm","seize","carve","rub","bash"
"leg","stroll","limp","rush","sneak"
"arm","pat","click","chop","tug"
"leg","step","creep","trek","traipse"
"leg","roam","prance","flit","flee"
"arm","stab","skim","polish","toss"
"arm","fold","scrape","grab","peel"
"leg","roll","jump","hop","wander"
"leg","sway","stamp","trot","skate"
"arm","bind","clean","hack","punch"
"leg","kick","slip","stride","pace"
"arm","grasp","dig","snatch","twine"
"leg","jog","trip","stomp","walk"
"arm","brush","switch","whip","pinch"
"arm","stir","grip","catch","nip"
"leg","stagger","slither","ramble","sprint"
"leg","wade","climb","kneel","leap"
"arm","lift","braid","file","wrap"
"arm","push","poke","throw","dunk"
"leg","skip","scuff","run","crawl"
"leg","inch","stray","stumble","tread"
"leg","mount","strut","dance","march"
