"type","word1","word2","word3","word4"
"leg","jump","crawl","jog","step"
"arm","braid","stab","scrub","file"
"arm","pat","dig","polish","peel"
"leg","prance","walk","tiptoe","bounce"
"leg","leap","trot","wobble","sway"
"leg","wander","scuff","tread","trek"
"arm","snatch","catch","bash","scrape"
"arm","cut","throw","shake","knock"
"leg","kick","stagger","flee","slip"
"leg","slide","skate","climb","run"
"arm","toss","rub","clap","lift"
"arm","claw","slap","wrap","pull"
"leg","march","slither","mount","roll"
"leg","flit","glide","stamp","creep"
"leg","limp","hike","wade","trudge"
"arm","brush","nip","dunk","wash"
"leg","stomp","traipse","roam","pace"
"leg","ramble","sneak","strut","stride"
"arm","twine","scoop","delve","wipe"
"arm","chop","grate","skim","switch"
"leg","trip","rush","hop","inch"
"arm","tug","carve","scratch","clean"
"leg","dance","plod","sprint","stray"
"arm","fold","clutch","grab","whip"
"arm","stir","push","pinch","poke"
"arm","bind","click","squeeze","grip"
"leg","stumble","kneel","stroll","skip"
"arm","punch","hack","grasp","seize"
