"type","word1","word2","word3","word4"
"arm","tug","clutch","switch","pinch"
"arm","delve","grab","push","knock"
"leg","glide","prance","pace","jog"
"leg","leap","slide","hike","march"
"arm","claw","grasp","skim","brush"
"leg","kneel","stroll","stray","strut"
"leg","slip","walk","roll","stomp"
"arm","polish","whip","lift","braid"
"leg","hop","run","trek","stamp"
"leg","creep","wade","climb","rush"
"leg","traipse","scuff","dance","stagger"
"arm","wash","throw","clean","scoop"
"leg","skate","trip","kick","trudge"
"leg","bounce","inch","stumble","slither"
"leg","sneak","mount","wander","tiptoe"
"arm","clap","scratch","scrub","scrape"
"arm","seize","rub","stab","bind"
"leg","jump","sprint","roam","flit"
"arm","grip","pull","toss","poke"
"leg","step","tread","trot","sway"
"arm","nip","snatch","slap","shake"
"arm","peel","file","bash","squeeze"
"arm","wrap","fold","punch","pat"
"leg","skip","plod","crawl","wobble"
"arm","hack","catch","stir","dunk"
"leg","stride","flee","ramble","limp"
"arm","chop","twine","carve","wipe"
"arm","click","dig","cut","grate"
