"type","word1","word2","word3","word4"
"arm","cut","punch","click","file"
"leg","kneel","sneak","stagger","rush"
"arm","peel","clutch","claw","pinch"
"leg","roll","tiptoe","traipse","strut"
"arm","catch","scrape","dunk","switch"
"arm","wash","wipe","grate","tug"
"arm","snatch","clap","whip","grasp"
"leg","wobble","jog","flit","wander"
"arm","shake","seize","pull","squeeze"
"leg","trudge","sprint","flee","trip"
"leg","sway","run","slither","creep"
"arm","push","scoop","stir","throw"
"leg","crawl","stray","scuff","glide"
"arm","bind","clean","slap","lift"
"leg","jump","stomp","hike","trot"
"arm","scrub","grip","brush","braid"
"leg","prance","ramble","skip","climb"
"leg","hop","dance","stamp","march"
"leg","kick","slip","tread","mount"
"arm","pat","fold","scratch","chop"
"leg","skate","pace","wade","stumble"
"arm","wrap","carve","rub","hack"
"leg","roam","leap","stroll","slide"
"arm","bash","twine","polish","stab"
"arm","knock","toss","grab","skim"
"leg","limp","stride","walk","plod"
"arm","dig","nip","poke","delve"
"leg","step","bounce","inch","trek"
