"type","word1","word2","word3","word4"
"arm","bash","grip","bind","toss"
"leg","glide","trek","creep","scuff"
"arm","clean","twine","clap","knock"
"arm","seize","pinch","polish","wipe"
"leg","inch","trudge","step","walk"
"leg","leap","stomp","jump","roam"
"leg","tread","traipse","plod","climb"
"arm","clutch","slap","hack","skim"
"arm","scratch","scrub","delve","wash"
"arm","scoop","tug","grasp","push"
"leg","flit","stagger","sneak","skip"
"arm","brush","grab","punch","stab"
"arm","pull","poke","nip","shake"
"leg","limp","dance","sprint","wobble"
"leg","wade","march","stroll","slip"
"leg","wander","jog","prance","kick"
"arm","grate","dig","whip","catch"
"leg","stumble","slide","skate","pace"
"arm","scrape","peel","snatch","wrap"
"leg","strut","roll","flee","rush"
"leg","tiptoe","hop","trot","stray"
"arm","click","throw","claw","carve"
"leg","trip","slither","ramble","bounce"
"leg","crawl","stamp","run","stride"
"arm","dunk","switch","lift","fold"
"arm","file","braid","stir","squeeze"
"leg","sway","mount","kneel","hike"
"arm","rub","chop","pat","cut"
