"type","word1","word2","word3","word4"
"arm","fold","pat","catch","seize"
"arm","grab","toss","stab","push"
"leg","stroll","strut","jog","pace"
"arm","knock","dunk","squeeze","dig"
"leg","stomp","trip","plod","wade"
"arm","claw","clean","scrape","pinch"
"arm","scoop","scrub","lift","wrap"
"leg","tiptoe","inch","wobble","flit"
"leg","dance","bounce","traipse","roll"
"arm","bash","nip","braid","wash"
"leg","stagger","scuff","limp","flee"
"arm","file","snatch","skim","clutch"
"arm","grip","switch","carve","throw"
"arm","pull","bind","scratch","tug"
"leg","stride","slide","sneak","skate"
"leg","trot","sprint","ramble","roam"
"arm","grasp","peel","clap","rub"
"leg","march","kick","kneel","wander"
"leg","slip","step","slither","crawl"
"leg","creep","trudge","stamp","climb"
"arm","slap","chop","click","delve"
"leg","stumble","hike","stray","hop"
"leg","prance","sway","run","rush"
"leg","glide","mount","jump","skip"
"arm","hack","brush","shake","twine"
"arm","stir","wipe","polish","grate"
"arm","punch","poke","whip","cut"
"leg","tread","leap","walk","trek"
