"type","word1","word2","word3","word4"
"leg","sneak","walk","trek","stamp"
"arm","hack","wash","scrape","whip"
"leg","climb","hike","skip","wander"
"arm","bind","fold","tug","file"
"leg","trip","rush","stagger","traipse"
"arm","rub","clap","carve","scrub"
"leg","bounce","stride","jump","sway"
"leg","stumble","stomp","trot","stroll"
"arm","knock","dunk","switch","clutch"
"leg","strut","tread","scuff","hop"
"arm","brush","toss","pull","punch"
"arm","pat","wrap","click","snatch"
"arm","catch","claw","braid","slap"
"leg","skate","inch","kick","crawl"
"leg","glide","limp","flee","sprint"
"arm","scoop","throw","stir","chop"
"arm","scratch","clean","seize","grab"
"leg","slide","jog","tiptoe","slither"
"arm","twine","dig","wipe","peel"
"arm","grasp","grate","bash","push"
"leg","creep","roll","trudge","march"
"leg","pace","slip","step","plod"
"leg","wade","prance","wobble","roam"
"arm","skim","poke","polish","grip"
"arm","shake","squeeze","nip","lift"
"leg","leap","run","ramble","flit"
"leg","kneel","mount","dance","stray"
"arm","stab","cut","delve","pinch"
