"type","word1","word2","word3","word4"
"leg","flee","step","roam","climb"
"arm","stab","delve","snatch","rub"
"leg","mount","wobble","creep","jump"
"leg","hike","slide","pace","stomp"
"arm","seize","dunk","toss","claw"
"leg","sneak","limp","wander","slither"
"leg","wade","stray","run","plod"
"arm","knock","brush","pat","fold"
"leg","stamp","stumble","ramble","sway"
"leg","strut","skate","jog","rush"
"arm","clean","file","grip","cut"
"arm","wrap","grasp","skim","grate"
"leg","kick","scuff","flit","slip"
"arm","squeeze","twine","click","braid"
"arm","grab","pull","tug","whip"
"leg","sprint","dance","prance","trek"
"arm","wipe","throw","switch","slap"
"arm","scrape","poke","nip","polish"
"arm","push","scoop","carve","clap"
"leg","trip","stroll","trudge","tiptoe"
"leg","trot","kneel","tread","bounce"
"arm","dig","wash","chop","hack"
"leg","traipse","march","walk","hop"
"leg","glide","inch","stride","leap"
"arm","clutch","pinch","peel","bash"
"leg","crawl","stagger","roll","skip"
"arm","bind","punch","catch","lift"
"arm","scratch","scrub","stir","shake"
