"type","word1","word2","word3","word4"
"arm","grasp","seize","tug","push"
"leg","skip","wobble","march","tiptoe"
"arm","clean","wipe","hack","catch"
"leg","ramble","roam","roll","jog"
"leg","limp","trot","sway","skate"
"arm","brush","click","lift","throw"
"arm","punch","dig","fold","stir"
"leg","trip","step","sprint","stamp"
"arm","polish","rub","pat","delve"
"leg","pace","wander","kick","trudge"
"leg","stroll","jump","prance","flit"
"leg","sneak","wade","crawl","strut"
"arm","grab","stab","squeeze","scoop"
"leg","kneel","rush","slide","stumble"
"arm","wrap","wash","clutch","slap"
"leg","stray","slither","inch","plod"
"arm","bind","scrape","grate","poke"
"leg","creep","stagger","hop","leap"
"arm","scratch","scrub","chop","shake"
"leg","slip","traipse","mount","hike"
"leg","flee","trek","glide","bounce"
"arm","knock","peel","pinch","dunk"
"leg","tread","scuff","climb","walk"
"arm","twine","switch","file","pull"
"arm","skim","bash","whip","snatch"
"arm","grip","cut","clap","toss"
"leg","stomp","stride","dance","run"
"arm","carve","claw","nip","braid"
