"type","word1","word2","word3","word4"
"leg","step","flee","dance","climb"
"leg","rush","hop","slide","hike"
"leg","kick","trudge","ramble","stamp"
"arm","chop","stab","delve","brush"
"leg","flit","trot","strut","crawl"
"arm","polish","slap","file","bind"
"leg","wobble","wander","skate","stumble"
"arm","scrub","seize","dig","braid"
"arm","rub","pull","grasp","scrape"
"arm","peel","clean","clutch","scoop"
"leg","stomp","stride","mount","trip"
"leg","sneak","roam","skip","glide"
"leg","sprint","trek","stroll","prance"
"arm","tug","pinch","claw","fold"
"arm","grab","push","grate","wash"
"leg","leap","jump","run","scuff"
"arm","scratch","pat","dunk","grip"
"leg","pace","jog","march","tread"
"leg","stray","kneel","slither","wade"
"arm","bash","clap","snatch","nip"
"leg","stagger","sway","plod","walk"
"arm","wrap","wipe","click","poke"
"arm","catch","cut","twine","squeeze"
"arm","shake","whip","lift","stir"
"leg","limp","creep","traipse","bounce"
"arm","switch","knock","skim","hack"
"arm","throw","toss","carve","punch"
"leg","tiptoe","inch","roll","slip"
