"word","target","distrOne","distrTwo","corrAns","w1","w2","w3"
"BASH","slå","knuffa","trycka",3,"knuffa","trycka","slå"
"BIND","binda","linda","vinda",2,"linda","binda","vinda"
"BOUNCE","studsa","dunka","kasta",2,"dunka","studsa","kasta"
"BRAID","fläta","knyta","binda",3,"knyta","binda","fläta"
"BRUSH","borsta","skrubba","putsa",2,"putsa","borsta","skrubba"
"CARVE","tälja","hacka","riva",1,"tälja","riva","hacka"
"CATCH","fånga","krama","omfamna",1,"fånga","omfamna","krama"
"CHOP","hacka","tälja","riva",1,"hacka","riva","tälja"
"CLAP","klappa","knäppa","klämma",1,"klappa","klämma","knäppa"
"CLAW","klösa","nypa","rispa",3,"nypa","rispa","klösa"
"CLEAN","rengöra","rensa","plocka",2,"rensa","rengöra","plocka"
"CLICK","klicka","klappa","klämma",1,"klicka","klämma","klappa"
"CLIMB","klättra","kliva","krypa",2,"kliva","klättra","krypa"
"CLUTCH","gripa tag i","sätta ihop","dra ut",1,"gripa tag i","sätta ihop","dra ut"
"CRAWL","kravla","huka","klättra",1,"kravla","huka","klättra"
"CREEP","krypa","knäböja","klättra",3,"knäböja","klättra","krypa"
"CUT","skära","sticka","spetsa",3,"sticka","spetsa","skära"
"DANCE","dansa","snurra","svänga",3,"snurra","svänga","dansa"
"DELVE","gräva","plöja","rensa",2,"rensa","gräva","plöja"
"DIG","gräva","dränera","dika",3,"dika","dränera","gräva"
"DUNK","dunka","dumpa","dunsa",3,"dumpa","dunsa","dunka"
"FILE","fila","putsa","riva",3,"riva","putsa","fila"
"FLEE","fly","lyfta","flyga",3,"flyga","lyfta","fly"
"FLIT","rusa","hasa","svassa",2,"hasa","rusa","svassa"
"FOLD","vika ihop","knyta ihop","bunta ihop",3,"knyta ihop","bunta ihop","vika ihop"
"GLIDE","glida","hasa","snava",3,"hasa","snava","glida"
"GRAB","gripa tag i","fästa ihop","smälla till",1,"gripa tag i","smälla till","fästa ihop"
"GRASP","gripa","klämma","omfamna",1,"gripa","omfamna","klämma"
"GRATE","riva","hugga","rispa",1,"riva","rispa","hugga"
"GRIP","gripa om","hålla om","kasta om",3,"hålla om","kasta om","gripa om"
"HACK","hacka","skära","kåpa",1,"hacka","kåpa","skära"
"HIKE","vandra","flanera","lunka",2,"flanera","vandra","lunka"
"HOP","skutta","kliva","studsa",2,"studsa","skutta","kliva"
"INCH","röra sig långsamt framåt","dra sig snabbt tillbaka","hasa sig bakåt",3,"dra sig snabbt tillbaka","hasa sig bakåt","röra sig långsamt framåt"
"JOG","jogga","spurta","rusa",2,"spurta","jogga","rusa"
"JUMP","hoppa","kliva","lyfta",2,"kliva","hoppa","lyfta"
"KICK","sparka","knäa","tåa",1,"sparka","knäa","tåa"
"KNEEL","knäböja","krypa","kräla",1,"knäböja","kräla","krypa"
"KNOCK","knacka","krocka","klicka",1,"knacka","klicka","krocka"
"LEAP","hoppa","stega","kliva",2,"stega","hoppa","kliva"
"LIFT","lyfta","pressa","öka",3,"pressa","öka","lyfta"
"LIMP","halta","hasa","halka",3,"hasa","halka","halta"
"MARCH","marschera","trava","traska",2,"trava","marschera","traska"
"MOUNT","gå uppför","ströva runt","kliva över",1,"gå uppför","kliva över","ströva runt"
"NIP","nypa","peta","nudda",2,"nudda","nypa","peta"
"PACE","gå fram och tillbaka","luffa runt","rusa fram",2,"rusa fram","gå fram och tillbaka","luffa runt"
"PAT","klappa","slå","borsta",1,"klappa","borsta","slå"
"PEEL","skala","rensa","plocka",3,"plocka","rensa","skala"
"PINCH","nypa","plocka","pensla",3,"plocka","pensla","nypa"
"PLOD","lunka","pulsa","vingla",2,"pulsa","lunka","vingla"
"PLUCK","plocka","rensa","picka",1,"plocka","picka","rensa"
"POKE","peta","trycka","knuffa",3,"trycka","knuffa","peta"
"POLISH","polera","sopa","tvätta",1,"polera","sopa","tvätta"
"PRANCE","kråma sig","promenera","traska",2,"promenera","kråma sig","traska"
"PULL","dra","slänga","släpa",1,"dra","släpa","slänga"
"PUNCH","slå","knuffa","kasta",1,"slå","knuffa","kasta"
"PUSH","knuffa","kasta","klämma",2,"kasta","knuffa","klämma"
