"type","word1","word2","word3","word4"
"arm","wipe","scratch","slap","wrap"
"leg","sneak","jog","slip","traipse"
"arm","tug","claw","rub","knock"
"leg","leap","flee","slither","prance"
"arm","punch","stir","chop","braid"
"leg","scuff","bounce","jump","slide"
"arm","pat","polish","skim","twine"
"leg","stumble","stagger","sway","stride"
"leg","run","hike","climb","kick"
"arm","bind","grab","clutch","catch"
"arm","pull","peel","whip","switch"
"arm","hack","grate","snatch","throw"
"leg","stroll","flit","stomp","sprint"
"leg","roll","tread","trot","limp"
"arm","clean","squeeze","click","poke"
"leg","trip","plod","rush","hop"
"arm","pinch","delve","stab","scoop"
"arm","scrub","dunk","bash","nip"
"leg","inch","tiptoe","march","trek"
"arm","clap","cut","push","wash"
"leg","stray","step","skip","trudge"
"leg","roam","strut","crawl","wander"
"arm","carve","grip","scrape","fold"
"leg","wade","dance","glide","mount"
"leg","stamp","creep","skate","walk"
"leg","ramble","pace","kneel","wobble"
"arm","toss","shake","file","dig"
"arm","lift","grasp","seize","brush"
