"type","word1","word2","word3","word4"
"arm","chop","grip","fold","carve"
"leg","wander","bounce","trudge","flit"
"arm","slap","clutch","squeeze","wrap"
"arm","stir","switch","knock","whip"
"leg","trip","stagger","kneel","hop"
"arm","shake","scrape","lift","seize"
"arm","dunk","braid","rub","delve"
"arm","snatch","brush","click","tug"
"leg","stroll","scuff","flee","sprint"
"arm","clap","push","scratch","pull"
"arm","claw","punch","polish","pat"
"leg","skip","climb","prance","kick"
"leg","slip","march","strut","traipse"
"arm","throw","clean","cut","scoop"
"leg","inch","stray","wobble","hike"
"leg","dance","tread","slide","stamp"
"leg","plod","ramble","crawl","stride"
"arm","twine","poke","wipe","toss"
"leg","sneak","tiptoe","skate","mount"
"leg","leap","wade","step","jump"
"leg","walk","trot","pace","stomp"
"arm","file","peel","hack","bash"
"leg","roll","roam","stumble","rush"
"arm","stab","grab","wash","pinch"
"arm","bind","grasp","skim","scrub"
"arm","nip","dig","grate","catch"
"leg","slither","jog","glide","limp"
"leg","run","sway","trek","creep"
