"type","word1","word2","word3","word4"
"arm","scrub","wipe","fold","catch"
"arm","push","rub","poke","grate"
"leg","tread","trudge","bounce","dance"
"arm","shake","stir","stab","seize"
"leg","hike","kick","stroll","traipse"
"leg","trek","crawl","leap","wander"
"leg","creep","roam","skip","trot"
"arm","whip","snatch","toss","clutch"
"arm","claw","cut","scratch","skim"
"arm","clean","squeeze","scoop","nip"
"leg","roll","prance","walk","inch"
"leg","ramble","pace","stumble","kneel"
"arm","chop","carve","pinch","punch"
"arm","wash","dunk","pat","brush"
"arm","grasp","grip","click","file"
"leg","flit","stray","scuff","mount"
"arm","lift","twine","delve","tug"
"leg","rush","stride","jump","wobble"
"leg","trip","step","stamp","strut"
"leg","flee","climb","stomp","sprint"
"arm","peel","slap","hack","throw"
"arm","grab","polish","wrap","switch"
"leg","plod","limp","skate","sneak"
"arm","bash","bind","braid","dig"
"arm","knock","clap","pull","scrape"
"leg","jog","slip","tiptoe","march"
"leg","glide","run","stagger","slither"
"leg","slide","wade","sway","hop"
