"type","word1","word2","word3","word4"
"arm","wash","skim","claw","hack"
"leg","walk","jump","creep","tread"
"arm","wrap","knock","push","wipe"
"leg","wobble","trot","slide","dance"
"leg","march","step","slither","pace"
"arm","file","grasp","grate","lift"
"leg","jog","stray","traipse","wander"
"arm","switch","pinch","squeeze","clutch"
"arm","seize","catch","grip","nip"
"leg","kneel","plod","strut","stagger"
"leg","flee","sneak","glide","stumble"
"arm","stab","bind","click","polish"
"leg","flit","inch","hop","trek"
"arm","grab","fold","scrape","tug"
"leg","sprint","roll","roam","limp"
"arm","twine","clean","scratch","carve"
"leg","sway","hike","leap","prance"
"arm","slap","pull","cut","scrub"
"leg","run","climb","stomp","crawl"
"arm","bash","throw","snatch","whip"
"arm","dunk","toss","punch","delve"
"leg","wade","stroll","bounce","kick"
"arm","pat","clap","dig","scoop"
"leg","scuff","slip","mount","trudge"
"leg","ramble","skate","stamp","trip"
"arm","brush","poke","shake","rub"
"leg","tiptoe","rush","skip","stride"
"arm","braid","stir","peel","chop"
