"type","word1","word2","word3","word4"
"leg","kick","jump","ramble","jog"
"arm","knock","scrape","cut","grasp"
"leg","stray","stumble","skate","dance"
"arm","slap","catch","stab","toss"
"leg","flit","leap","trip","crawl"
"leg","strut","trudge","stagger","slither"
"leg","plod","traipse","sprint","skip"
"arm","seize","scratch","bind","delve"
"leg","flee","walk","wade","slide"
"leg","bounce","wander","stride","sway"
"arm","lift","grip","wipe","clutch"
"leg","stroll","roam","hike","pace"
"leg","creep","limp","rush","tread"
"arm","dunk","clean","rub","fold"
"leg","trek","hop","roll","march"
"arm","push","punch","poke","tug"
"leg","kneel","scuff","climb","stamp"
"leg","wobble","prance","stomp","mount"
"arm","grab","nip","clap","brush"
"arm","bash","braid","switch","stir"
"arm","scrub","scoop","peel","shake"
"leg","trot","tiptoe","glide","step"
"arm","wash","twine","hack","file"
"arm","grate","dig","carve","click"
"arm","claw","squeeze","pinch","skim"
"leg","inch","slip","sneak","run"
"arm","pat","snatch","whip","pull"
"arm","polish","chop","wrap","throw"
