"type","word1","word2","word3","word4"
"arm","seize","twine","bind","scratch"
"leg","creep","sway","stamp","jog"
"leg","stride","mount","slither","trudge"
"leg","stomp","flit","slip","wobble"
"arm","scoop","chop","bash","whip"
"leg","traipse","run","stagger","scuff"
"leg","trot","stumble","slide","glide"
"arm","file","grip","fold","punch"
"arm","toss","clean","stir","polish"
"arm","grate","brush","clap","dig"
"leg","stray","crawl","wade","prance"
"arm","switch","wipe","knock","skim"
"arm","tug","lift","throw","nip"
"leg","inch","sprint","flee","leap"
"arm","delve","pinch","snatch","grasp"
"leg","bounce","roll","plod","stroll"
"arm","dunk","peel","stab","pat"
"leg","ramble","roam","skip","kneel"
"arm","clutch","wash","scrub","shake"
"arm","catch","cut","carve","wrap"
"leg","limp","strut","walk","trip"
"leg","rush","jump","hop","kick"
"arm","push","rub","grab","braid"
"arm","pull","click","slap","claw"
"leg","march","tiptoe","tread","hike"
"arm","poke","hack","squeeze","scrape"
"leg","climb","step","sneak","dance"
"leg","skate","pace","wander","trek"
