"type","word1","word2","word3","word4"
"leg","tread","roll","stagger","hop"
"arm","punch","grip","bash","squeeze"
"arm","wrap","nip","brush","wash"
"leg","kneel","mount","ramble","slide"
"arm","cut","skim","braid","grab"
"leg","sprint","sway","flee","hike"
"arm","throw","twine","scoop","seize"
"leg","glide","walk","skate","scuff"
"leg","sneak","flit","slip","creep"
"arm","snatch","lift","click","tug"
"arm","rub","polish","clap","dunk"
"leg","trudge","inch","dance","tiptoe"
"arm","shake","peel","scrub","stir"
"arm","switch","wipe","slap","toss"
"arm","clutch","grate","scratch","fold"
"leg","leap","prance","crawl","traipse"
"leg","step","climb","trek","jump"
"leg","run","pace","stamp","roam"
"arm","dig","poke","bind","catch"
"leg","jog","limp","stumble","bounce"
"arm","push","file","knock","claw"
"arm","stab","pinch","pull","grasp"
"leg","skip","trot","wander","stroll"
"leg","march","rush","stomp","trip"
"leg","wobble","kick","wade","stray"
"arm","chop","scrape","pat","clean"
"arm","delve","hack","whip","carve"
"leg","slither","strut","stride","plod"
