"type","word1","word2","word3","word4"
"arm","scratch","knock","pull","wrap"
"leg","limp","rush","traipse","skip"
"arm","pinch","whip","hack","claw"
"arm","grip","peel","grasp","grab"
"arm","twine","wipe","toss","carve"
"leg","trot","dance","trudge","stride"
"arm","poke","polish","push","nip"
"leg","tiptoe","prance","trek","run"
"leg","mount","roll","sway","trip"
"leg","hike","sprint","kick","scuff"
"arm","slap","dunk","cut","punch"
"leg","kneel","inch","wade","bounce"
"leg","sneak","jog","jump","step"
"arm","bind","click","braid","file"
"leg","wobble","strut","ramble","stroll"
"leg","roam","tread","stomp","hop"
"leg","slither","creep","walk","plod"
"arm","fold","clap","switch","throw"
"leg","stamp","flit","skate","stagger"
"arm","clutch","clean","squeeze","seize"
"arm","scrape","snatch","scrub","stir"
"arm","delve","scoop","brush","chop"
"leg","slip","pace","flee","glide"
"leg","march","wander","stray","slide"
"arm","lift","grate","pat","stab"
"leg","stumble","crawl","climb","leap"
"arm","dig","catch","shake","rub"
"arm","wash","skim","bash","tug"
