"type","word1","word2","word3","word4"
"leg","march","kneel","trot","sneak"
"arm","braid","tug","scrape","peel"
"arm","lift","cut","clap","pinch"
"leg","wander","roam","scuff","stamp"
"arm","skim","wash","dunk","grab"
"arm","pat","nip","brush","whip"
"leg","glide","sway","plod","bounce"
"leg","crawl","climb","kick","strut"
"arm","clutch","slap","rub","grip"
"leg","leap","hike","slip","inch"
"leg","skate","rush","stray","stumble"
"arm","wipe","carve","stab","seize"
"leg","trip","slither","trek","skip"
"arm","wrap","delve","toss","grate"
"leg","walk","stomp","step","slide"
"arm","throw","bash","click","punch"
"leg","tiptoe","ramble","dance","wobble"
"leg","run","mount","creep","jump"
"arm","dig","scrub","grasp","clean"
"arm","chop","scratch","stir","poke"
"arm","push","fold","catch","shake"
"leg","roll","prance","sprint","jog"
"arm","bind","claw","switch","snatch"
"leg","flit","tread","stagger","wade"
"leg","stroll","trudge","hop","traipse"
"arm","file","scoop","pull","twine"
"arm","knock","polish","hack","squeeze"
"leg","flee","pace","stride","limp"
