"type","word1","word2","word3","word4"
"leg","tiptoe","sway","trip","slip"
"arm","wipe","lift","punch","catch"
"arm","skim","grate","braid","dig"
"arm","polish","bash","seize","carve"
"leg","skate","wade","hike","kneel"
"leg","sneak","flee","stamp","stomp"
"arm","poke","clean","stab","whip"
"leg","slither","slide","strut","roll"
"arm","snatch","scoop","scrub","shake"
"leg","run","climb","skip","jump"
"leg","rush","prance","leap","kick"
"arm","slap","stir","clutch","bind"
"arm","throw","pat","file","grasp"
"arm","brush","chop","pinch","wrap"
"leg","glide","flit","ramble","plod"
"leg","stray","wobble","wander","tread"
"arm","clap","grab","wash","fold"
"leg","trek","hop","sprint","roam"
"arm","switch","scrape","dunk","hack"
"arm","toss","twine","cut","scratch"
"leg","walk","trudge","stride","dance"
"leg","scuff","crawl","pace","limp"
"leg","march","step","traipse","creep"
"arm","claw","tug","rub","pull"
"leg","mount","stroll","stumble","inch"
"leg","jog","stagger","bounce","trot"
"arm","peel","delve","click","grip"
"arm","nip","knock","push","squeeze"
