"type","word1","word2","word3","word4"
"arm","scratch","wipe","fold","scoop"
"arm","polish","grasp","click","squeeze"
"arm","grate","cut","file","braid"
"leg","step","crawl","inch","stagger"
"arm","nip","grab","stir","clap"
"leg","sprint","trip","walk","glide"
"leg","stamp","trot","kneel","trek"
"arm","bash","switch","pull","seize"
"leg","limp","stumble","plod","dance"
"leg","scuff","jump","bounce","strut"
"arm","push","clean","scrape","grip"
"leg","sway","run","stomp","wade"
"arm","wash","chop","peel","snatch"
"leg","tiptoe","rush","slip","mount"
"leg","jog","march","sneak","slither"
"leg","wobble","flit","creep","stroll"
"arm","claw","toss","throw","tug"
"arm","poke","pat","hack","slap"
"leg","pace","skip","wander","stride"
"arm","pinch","twine","wrap","shake"
"arm","punch","stab","catch","carve"
"leg","climb","tread","stray","leap"
"leg","hop","skate","slide","ramble"
"arm","dunk","delve","rub","dig"
"arm","knock","skim","whip","lift"
"arm","scrub","brush","bind","clutch"
"leg","kick","flee","trudge","roll"
"leg","hike","prance","traipse","roam"
