"type","word1","word2","word3","word4"
"arm","poke","hack","toss","wrap"
"leg","ramble","kneel","flit","trip"
"leg","hike","plod","tread","traipse"
"arm","grate","nip","catch","stab"
"arm","wash","peel","scrub","pat"
"leg","slide","kick","sprint","prance"
"leg","sneak","trot","slip","mount"
"arm","dig","carve","throw","clutch"
"arm","grab","slap","cut","braid"
"leg","stray","walk","wander","rush"
"leg","trudge","march","glide","stamp"
"arm","scoop","claw","fold","wipe"
"arm","tug","delve","grasp","switch"
"leg","stumble","slither","flee","climb"
"arm","scrape","knock","bind","seize"
"leg","sway","jump","strut","pace"
"arm","whip","polish","skim","bash"
"leg","bounce","stroll","leap","roam"
"leg","scuff","jog","step","hop"
"arm","rub","dunk","shake","file"
"leg","wobble","run","trek","creep"
"arm","squeeze","scratch","snatch","push"
"leg","stomp","wade","crawl","inch"
"arm","chop","twine","pull","punch"
"arm","stir","brush","pinch","lift"
"arm","click","clap","clean","grip"
"leg","tiptoe","stride","stagger","skate"
"leg","roll","dance","skip","limp"
