"type","word1","word2","word3","word4"
"leg","stray","scuff","glide","mount"
"arm","dig","stir","throw","fold"
"arm","slap","braid","bash","file"
"arm","rub","grab","scrape","pinch"
"leg","stride","wobble","skate","trudge"
"leg","stamp","hike","leap","sway"
"arm","polish","peel","chop","dunk"
"leg","flit","flee","creep","stomp"
"leg","kick","sprint","sneak","kneel"
"arm","hack","cut","stab","snatch"
"leg","tiptoe","run","roam","limp"
"leg","jump","step","tread","prance"
"leg","jog","traipse","rush","climb"
"arm","delve","bind","catch","claw"
"leg","crawl","roll","skip","trip"
"arm","lift","wrap","wash","clutch"
"leg","plod","wade","stumble","slip"
"arm","scratch","knock","squeeze","clean"
"leg","stroll","pace","trek","dance"
"arm","grip","whip","push","seize"
"leg","march","trot","inch","stagger"
"arm","clap","switch","brush","carve"
"leg","walk","wander","slither","bounce"
"arm","scoop","tug","wipe","pull"
"arm","grasp","pat","shake","scrub"
"arm","click","punch","poke","toss"
"leg","hop","strut","slide","ramble"
"arm","grate","skim","nip","twine"
