"type","word1","word2","word3","word4"
"leg","hop","sprint","inch","stray"
"arm","dig","rub","pinch","slap"
"arm","fold","punch","knock","carve"
"arm","throw","whip","braid","shake"
"leg","rush","step","strut","mount"
"leg","flit","roll","wobble","crawl"
"arm","stir","grab","stab","skim"
"arm","push","polish","brush","squeeze"
"arm","poke","scratch","pat","chop"
"leg","walk","tiptoe","trudge","kick"
"arm","grip","clutch","clap","dunk"
"leg","slither","limp","march","stroll"
"leg","climb","dance","trek","stride"
"arm","claw","delve","grate","click"
"leg","stagger","scuff","kneel","stumble"
"arm","grasp","bind","hack","catch"
"leg","roam","wade","prance","jog"
"leg","leap","plod","jump","trip"
"arm","snatch","peel","wash","toss"
"arm","wipe","bash","cut","seize"
"leg","wander","stomp","tread","bounce"
"arm","lift","tug","scoop","pull"
"leg","slide","pace","creep","flee"
"arm","file","nip","clean","wrap"
"leg","traipse","run","sway","stamp"
"leg","skip","glide","ramble","trot"
"leg","skate","sneak","hike","slip"
"arm","scrub","twine","switch","scrape"
