"type","word1","word2","word3","word4"
"arm","stab","scrape","lift","whip"
"arm","click","grip","twine","grasp"
"leg","sprint","walk","jump","traipse"
"leg","wade","wobble","glide","slide"
"arm","chop","switch","brush","pat"
"arm","clap","claw","snatch","polish"
"leg","tiptoe","trot","wander","stray"
"arm","throw","rub","hack","dunk"
"leg","stride","sway","tread","crawl"
"leg","skate","trip","trek","creep"
"arm","clutch","poke","slap","squeeze"
"arm","seize","cut","scratch","toss"
"arm","skim","scoop","push","nip"
"leg","strut","roam","run","pace"
"arm","dig","wash","carve","file"
"leg","stroll","kick","march","mount"
"arm","punch","stir","bash","delve"
"leg","climb","trudge","slip","flee"
"leg","stagger","rush","inch","scuff"
"arm","grab","pull","braid","shake"
"leg","limp","ramble","jog","step"
"arm","wrap","knock","peel","grate"
"arm","scrub","catch","clean","fold"
"leg","roll","prance","bounce","stamp"
"leg","plod","skip","slither","hike"
"arm","pinch","tug","bind","wipe"
"leg","stumble","flit","hop","leap"
"leg","stomp","kneel","dance","sneak"
