"type","word1","word2","word3","word4"
"leg","stride","sprint","step","skate"
"arm","grasp","peel","brush","bash"
"arm","claw","wash","pat","delve"
"arm","carve","grate","tug","bind"
"leg","rush","inch","flit","trudge"
"arm","lift","clutch","stab","polish"
"leg","glide","stamp","stagger","prance"
"leg","trot","creep","tiptoe","skip"
"arm","scoop","clean","scrape","squeeze"
"leg","climb","roam","plod","bounce"
"leg","wobble","hop","roll","sway"
"arm","snatch","push","switch","wipe"
"leg","pace","kneel","sneak","trek"
"leg","slip","jump","kick","flee"
"leg","hike","run","trip","stroll"
"arm","whip","seize","hack","dig"
"arm","grab","cut","scrub","clap"
"arm","chop","punch","grip","catch"
"leg","strut","limp","march","walk"
"arm","click","braid","slap","pinch"
"leg","dance","wade","crawl","wander"
"leg","scuff","slide","tread","leap"
"arm","knock","toss","pull","rub"
"leg","jog","stray","stomp","slither"
"arm","dunk","poke","shake","fold"
"arm","twine","file","stir","scratch"
"arm","wrap","throw","nip","skim"
"leg","traipse","stumble","ramble","mount"
