"type","word1","word2","word3","word4"
"leg","stumble","kneel","stray","stomp"
"leg","walk","march","roll","wobble"
"arm","wrap","switch","bash","cut"
"leg","scuff","slip","slither","stroll"
"leg","dance","kick","limp","skate"
"arm","poke","pinch","lift","click"
"arm","seize","clean","scrub","wipe"
"arm","braid","punch","claw","dig"
"leg","sprint","trek","tiptoe","sway"
"arm","brush","carve","grasp","grate"
"leg","jog","tread","climb","trip"
"leg","stagger","skip","roam","prance"
"arm","push","knock","peel","whip"
"leg","trot","run","step","hop"
"arm","wash","snatch","slap","rub"
"leg","sneak","mount","rush","leap"
"leg","stamp","crawl","stride","wander"
"arm","chop","grip","tug","hack"
"arm","throw","pull","stir","clap"
"arm","pat","file","squeeze","scoop"
"leg","plod","hike","wade","flee"
"arm","polish","nip","catch","bind"
"leg","bounce","glide","flit","trudge"
"arm","twine","stab","delve","dunk"
"leg","pace","strut","traipse","creep"
"arm","grab","shake","toss","scrape"
"leg","slide","inch","ramble","jump"
"arm","clutch","fold","skim","scratch"
