"type","word1","word2","word3","word4"
"arm","rub","clutch","whip","chop"
"leg","pace","stray","slide","inch"
"leg","creep","glide","sway","hike"
"arm","scratch","grip","polish","stir"
"arm","claw","scrub","switch","twine"
"leg","ramble","limp","climb","tread"
"arm","braid","tug","punch","squeeze"
"arm","seize","clap","shake","wash"
"leg","wade","sprint","flit","kneel"
"arm","skim","grab","grate","pull"
"leg","jump","plod","kick","walk"
"arm","carve","dig","poke","pinch"
"arm","scrape","lift","knock","slap"
"arm","scoop","bind","catch","fold"
"leg","scuff","trip","step","slither"
"leg","wander","strut","leap","stumble"
"arm","push","file","clean","pat"
"arm","peel","stab","throw","click"
"arm","brush","snatch","delve","cut"
"leg","stomp","trek","tiptoe","rush"
"leg","skate","sneak","bounce","dance"
"leg","stagger","slip","stride","skip"
"arm","bash","dunk","grasp","hack"
"leg","march","jog","mount","wobble"
"leg","traipse","trot","prance","roll"
"arm","wipe","toss","wrap","nip"
"leg","hop","stroll","crawl","flee"
"leg","stamp","run","trudge","roam"
