"type","word1","word2","word3","word4"
"leg","trot","wobble","slide","dance"
"leg","climb","jog","roll","scuff"
"arm","toss","push","whip","tug"
"arm","grab","poke","wash","clutch"
"leg","hop","bounce","rush","tiptoe"
"leg","stamp","stroll","pace","roam"
"arm","file","pinch","punch","claw"
"leg","plod","walk","kneel","step"
"arm","seize","chop","stab","brush"
"arm","stir","cut","bind","scrape"
"leg","traipse","limp","skate","glide"
"leg","stumble","trek","skip","crawl"
"arm","snatch","switch","rub","knock"
"leg","sneak","mount","slip","strut"
"arm","delve","squeeze","grasp","shake"
"arm","slap","clean","peel","scrub"
"leg","sprint","sway","inch","stray"
"arm","grate","hack","wrap","clap"
"leg","trip","trudge","jump","flit"
"leg","flee","ramble","wander","hike"
"arm","dunk","nip","polish","carve"
"leg","march","run","creep","stomp"
"leg","prance","stride","stagger","slither"
"arm","pull","scratch","wipe","catch"
"arm","twine","fold","skim","lift"
"arm","braid","dig","throw","scoop"
"leg","leap","wade","tread","kick"
"arm","click","bash","grip","pat"
