"type","word1","word2","word3","word4"
"leg","leap","wander","kneel","sprint"
"leg","limp","bounce","slip","strut"
"arm","pat","grip","clap","file"
"leg","hop","kick","march","jog"
"leg","run","climb","trudge","stumble"
"arm","throw","skim","seize","grab"
"arm","pull","lift","tug","dig"
"leg","skate","hike","wobble","tread"
"arm","scoop","wash","polish","bind"
"arm","fold","dunk","chop","pinch"
"leg","roam","wade","sway","ramble"
"arm","braid","grasp","snatch","catch"
"arm","slap","stab","knock","poke"
"leg","skip","dance","jump","slide"
"arm","scrape","clean","nip","squeeze"
"leg","trot","prance","stray","slither"
"leg","flit","mount","roll","creep"
"leg","step","tiptoe","walk","sneak"
"arm","whip","carve","scrub","cut"
"arm","twine","click","wipe","shake"
"arm","hack","claw","peel","toss"
"leg","glide","trip","stamp","stomp"
"leg","stroll","scuff","crawl","traipse"
"leg","trek","stride","stagger","pace"
"arm","switch","push","clutch","brush"
"arm","delve","scratch","wrap","bash"
"arm","rub","punch","grate","stir"
"leg","plod","rush","flee","inch"
