"type","word1","word2","word3","word4"
"leg","sway","stride","wade","flee"
"arm","squeeze","knock","catch","nip"
"arm","poke","stab","brush","scoop"
"leg","wander","plod","scuff","pace"
"leg","skate","tiptoe","step","rush"
"arm","dig","peel","whip","toss"
"leg","stomp","climb","walk","jog"
"leg","slip","leap","hop","stagger"
"arm","pat","cut","scrub","twine"
"arm","tug","wipe","skim","carve"
"leg","slide","dance","flit","roam"
"leg","sneak","roll","limp","sprint"
"arm","clap","slap","polish","rub"
"leg","tread","stroll","glide","inch"
"arm","delve","snatch","chop","pull"
"arm","wash","clutch","grab","dunk"
"arm","push","grip","clean","throw"
"leg","bounce","march","stumble","slither"
"arm","lift","bind","scrape","switch"
"leg","mount","hike","crawl","creep"
"leg","kick","trot","stray","trip"
"leg","run","trek","stamp","prance"
"arm","wrap","grasp","file","claw"
"leg","skip","jump","trudge","traipse"
"arm","scratch","braid","fold","bash"
"arm","shake","punch","hack","click"
"leg","wobble","ramble","strut","kneel"
"arm","seize","pinch","stir","grate"
