"type","word1","word2","word3","word4"
"leg","slide","tiptoe","sneak","stumble"
"leg","roll","pace","jump","prance"
"arm","throw","skim","scratch","wash"
"leg","wade","limp","stride","tread"
"leg","run","wander","skip","creep"
"arm","grip","cut","pat","bash"
"leg","rush","trudge","leap","ramble"
"leg","inch","flit","stray","jog"
"arm","clutch","polish","toss","punch"
"leg","sway","traipse","trip","bounce"
"leg","slither","crawl","stagger","march"
"arm","bind","dunk","catch","fold"
"leg","stomp","kneel","climb","wobble"
"arm","squeeze","peel","whip","switch"
"leg","glide","roam","mount","trot"
"leg","walk","flee","plod","scuff"
"arm","rub","scoop","snatch","grab"
"arm","lift","braid","claw","chop"
"leg","kick","trek","skate","sprint"
"arm","twine","poke","pull","clean"
"arm","push","grasp","scrape","tug"
"arm","knock","slap","hack","grate"
"leg","strut","dance","hop","step"
"arm","click","clap","seize","file"
"leg","hike","stroll","slip","stamp"
"arm","delve","scrub","dig","pinch"
"arm","carve","wrap","wipe","brush"
"arm","stab","stir","shake","nip"
