"type","word1","word2","word3","word4"
"leg","sneak","hike","wander","climb"
"leg","slide","stumble","pace","tread"
"arm","wrap","pull","grasp","rub"
"leg","ramble","wobble","inch","wade"
"leg","jump","walk","stagger","glide"
"leg","creep","trot","rush","flit"
"arm","poke","shake","clap","skim"
"leg","scuff","prance","march","kneel"
"leg","run","tiptoe","stride","hop"
"arm","scrub","dig","grate","cut"
"leg","skate","plod","kick","stamp"
"arm","knock","snatch","scoop","whip"
"leg","trip","trek","flee","slither"
"arm","wash","delve","hack","tug"
"arm","grab","claw","toss","peel"
"leg","sway","jog","stomp","mount"
"arm","polish","stir","brush","push"
"leg","trudge","stray","step","stroll"
"arm","nip","carve","catch","seize"
"arm","fold","scratch","twine","bash"
"leg","crawl","sprint","leap","skip"
"leg","strut","traipse","dance","limp"
"arm","punch","lift","chop","stab"
"arm","throw","slap","dunk","pinch"
"leg","roll","roam","bounce","slip"
"arm","clean","scrape","switch","pat"
"arm","click","wipe","braid","clutch"
"arm","grip","bind","file","squeeze"
