"type","word1","word2","word3","word4"
"leg","hike","crawl","prance","wade"
"arm","polish","seize","hack","pinch"
"leg","slither","strut","wander","slide"
"arm","skim","cut","scrape","dunk"
"arm","nip","catch","braid","slap"
"leg","jump","stamp","sneak","wobble"
"leg","roll","plod","scuff","trudge"
"arm","click","snatch","push","file"
"arm","pat","poke","wash","claw"
"leg","skip","walk","traipse","trot"
"arm","grate","bash","lift","wrap"
"leg","rush","stumble","tread","trek"
"arm","wipe","brush","bind","twine"
"arm","chop","shake","clean","delve"
"leg","limp","run","pace","step"
"leg","sway","flee","stroll","creep"
"leg","inch","stray","jog","stomp"
"arm","throw","toss","clap","whip"
"arm","stir","scoop","fold","switch"
"arm","grip","scrub","grab","punch"
"leg","sprint","hop","bounce","mount"
"arm","knock","rub","pull","stab"
"leg","slip","climb","ramble","roam"
"leg","skate","kick","glide","march"
"arm","clutch","scratch","grasp","carve"
"leg","stride","flit","dance","kneel"
"arm","tug","squeeze","dig","peel"
"leg","leap","tiptoe","trip","stagger"
