"type","word1","word2","word3","word4"
"leg","dance","rush","stumble","wade"
"arm","fold","cut","slap","grip"
"arm","braid","clap","twine","clutch"
"arm","scoop","toss","grab","claw"
"leg","prance","stagger","traipse","flit"
"arm","throw","scrape","pinch","brush"
"arm","punch","dig","lift","bind"
"leg","leap","trek","kick","run"
"arm","clean","shake","carve","scratch"
"arm","poke","push","switch","hack"
"leg","wobble","jump","bounce","stomp"
"arm","grasp","squeeze","rub","wrap"
"arm","grate","catch","tug","pat"
"leg","jog","slip","ramble","kneel"
"leg","limp","hike","stray","trudge"
"leg","creep","walk","step","march"
"arm","file","delve","scrub","wash"
"leg","plod","trip","glide","scuff"
"leg","wander","slide","tread","sneak"
"arm","stab","chop","whip","click"
"leg","sway","hop","stride","trot"
"arm","pull","seize","dunk","wipe"
"leg","inch","sprint","flee","mount"
"leg","tiptoe","skate","stroll","climb"
"leg","slither","pace","roam","roll"
"arm","peel","bash","snatch","nip"
"arm","stir","skim","knock","polish"
"leg","crawl","skip","stamp","strut"
